order_id,weather,zone,traffic_level
98964,Clear,BTM,1
98965,Clear,Indiranagar,1
98966,Storm,HSR,3
98967,Heavy Rain,Whitefield,5
98968,Heavy Rain,Koramangala,3
98969,Clear,Whitefield,3
98970,Heavy Rain,Indiranagar,5
98971,Storm,Koramangala,2
98972,Heavy Rain,Indiranagar,2
98973,Heavy Rain,BTM,3
98974,Storm,Koramangala,4
98975,Storm,Indiranagar,5
98976,Heavy Rain,Whitefield,5
98977,Clear,Koramangala,5
98978,Heavy Rain,Koramangala,5
98979,Light Rain,Koramangala,1
98980,Light Rain,Indiranagar,1
98981,Storm,Koramangala,2
98982,Clear,Indiranagar,4
98983,Clear,HSR,3
98984,Light Rain,Koramangala,4
98985,Clear,Indiranagar,3
98986,Heavy Rain,HSR,1
98987,Clear,Indiranagar,4
98988,Light Rain,Koramangala,2
98989,Heavy Rain,Indiranagar,3
98990,Clear,BTM,5
98991,Storm,Koramangala,1
98992,Storm,Koramangala,4
98993,Clear,HSR,3
98994,Heavy Rain,Indiranagar,4
98995,Heavy Rain,BTM,4
98996,Storm,Whitefield,1
98997,Storm,Indiranagar,4
98998,Storm,Indiranagar,4
98999,Light Rain,HSR,2
99000,Storm,HSR,5
99001,Light Rain,Indiranagar,1
99002,Storm,Indiranagar,2
99003,Heavy Rain,HSR,2
99004,Storm,Whitefield,4
99005,Heavy Rain,Indiranagar,1
99006,Light Rain,Whitefield,5
99007,Heavy Rain,Whitefield,3
99008,Light Rain,Whitefield,5
99009,Heavy Rain,Koramangala,1
99010,Clear,HSR,3
99011,Light Rain,BTM,3
99012,Heavy Rain,HSR,4
99013,Heavy Rain,HSR,3
99014,Clear,HSR,1
99015,Storm,Koramangala,1
99016,Heavy Rain,BTM,4
99017,Storm,Whitefield,3
99018,Heavy Rain,Indiranagar,4
99019,Storm,HSR,1
99020,Light Rain,Koramangala,4
99021,Clear,Koramangala,5
99022,Clear,BTM,3
99023,Storm,Whitefield,2
99024,Clear,BTM,1
99025,Heavy Rain,Whitefield,2
99026,Light Rain,Indiranagar,5
99027,Heavy Rain,BTM,2
99028,Light Rain,HSR,4
99029,Heavy Rain,HSR,2
99030,Heavy Rain,BTM,5
99031,Heavy Rain,Whitefield,4
99032,Storm,BTM,1
99033,Storm,Indiranagar,3
99034,Heavy Rain,BTM,3
99035,Heavy Rain,HSR,4
99036,Heavy Rain,HSR,4
99037,Light Rain,Whitefield,5
99038,Storm,Whitefield,1
99039,Clear,HSR,5
99040,Storm,HSR,5
99041,Storm,BTM,2
99042,Clear,Whitefield,3
99043,Light Rain,Indiranagar,3
99044,Clear,Whitefield,2
99045,Light Rain,Indiranagar,2
99046,Heavy Rain,HSR,1
99047,Heavy Rain,Whitefield,3
99048,Light Rain,Whitefield,4
99049,Storm,HSR,2
99050,Clear,BTM,4
99051,Storm,BTM,3
99052,Clear,BTM,1
99053,Light Rain,Whitefield,2
99054,Light Rain,Indiranagar,5
99055,Storm,HSR,5
99056,Heavy Rain,HSR,5
99057,Storm,Whitefield,2
99058,Clear,Indiranagar,2
99059,Clear,Whitefield,1
99060,Light Rain,BTM,3
99061,Heavy Rain,BTM,3
99062,Storm,BTM,2
99063,Heavy Rain,Indiranagar,2
99064,Heavy Rain,BTM,2
99065,Clear,Koramangala,4
99066,Heavy Rain,Koramangala,2
99067,Clear,BTM,5
99068,Clear,Koramangala,1
99069,Clear,HSR,3
99070,Storm,HSR,1
99071,Light Rain,BTM,5
99072,Storm,Indiranagar,3
99073,Storm,Koramangala,4
99074,Storm,Whitefield,1
99075,Light Rain,Whitefield,3
99076,Light Rain,BTM,1
99077,Clear,Whitefield,1
99078,Heavy Rain,HSR,2
99079,Clear,HSR,4
99080,Storm,Indiranagar,5
99081,Heavy Rain,Koramangala,1
99082,Storm,Whitefield,1
99083,Storm,Koramangala,5
99084,Light Rain,HSR,3
99085,Light Rain,Koramangala,1
99086,Storm,Whitefield,1
99087,Light Rain,Whitefield,1
99088,Clear,Koramangala,5
99089,Heavy Rain,Indiranagar,3
99090,Storm,Koramangala,1
99091,Storm,Indiranagar,4
99092,Clear,Whitefield,5
99093,Clear,Indiranagar,4
99094,Storm,HSR,5
99095,Light Rain,Whitefield,5
99096,Storm,Indiranagar,1
99097,Storm,Koramangala,4
99098,Heavy Rain,Whitefield,2
99099,Light Rain,BTM,1
99100,Heavy Rain,HSR,3
99101,Storm,Whitefield,1
99102,Storm,BTM,2
99103,Light Rain,Koramangala,1
99104,Heavy Rain,Indiranagar,4
99105,Storm,Koramangala,5
99106,Heavy Rain,BTM,2
99107,Storm,BTM,3
99108,Clear,Koramangala,2
99109,Clear,HSR,5
99110,Storm,HSR,2
99111,Storm,Indiranagar,4
99112,Heavy Rain,Whitefield,1
99113,Storm,Whitefield,3
99114,Storm,BTM,1
99115,Storm,Whitefield,2
99116,Light Rain,Whitefield,3
99117,Heavy Rain,BTM,5
99118,Light Rain,Koramangala,5
99119,Storm,Whitefield,4
99120,Heavy Rain,Koramangala,5
99121,Storm,HSR,2
99122,Light Rain,Whitefield,5
99123,Heavy Rain,BTM,2
99124,Storm,Whitefield,3
99125,Clear,BTM,5
99126,Clear,BTM,3
99127,Storm,Indiranagar,3
99128,Light Rain,Whitefield,2
99129,Light Rain,HSR,4
99130,Heavy Rain,Koramangala,4
99131,Heavy Rain,Indiranagar,3
99132,Heavy Rain,Whitefield,4
99133,Heavy Rain,BTM,3
99134,Heavy Rain,Indiranagar,5
99135,Storm,Indiranagar,5
99136,Light Rain,Indiranagar,2
99137,Clear,Whitefield,4
99138,Light Rain,Koramangala,3
99139,Storm,BTM,5
99140,Heavy Rain,Whitefield,2
99141,Heavy Rain,Whitefield,5
99142,Clear,HSR,3
99143,Light Rain,Koramangala,2
99144,Heavy Rain,Whitefield,2
99145,Heavy Rain,Indiranagar,2
99146,Light Rain,Koramangala,4
99147,Storm,Whitefield,3
99148,Storm,HSR,4
99149,Storm,BTM,5
99150,Heavy Rain,Whitefield,1
99151,Storm,Whitefield,3
99152,Heavy Rain,Indiranagar,1
99153,Light Rain,Koramangala,5
99154,Light Rain,Whitefield,2
99155,Heavy Rain,Indiranagar,4
99156,Light Rain,Koramangala,2
99157,Clear,Whitefield,5
99158,Heavy Rain,HSR,2
99159,Heavy Rain,Whitefield,3
99160,Light Rain,HSR,3
99161,Heavy Rain,Koramangala,4
99162,Heavy Rain,Indiranagar,3
99163,Heavy Rain,Koramangala,1
99164,Light Rain,HSR,4
99165,Clear,HSR,3
99166,Storm,Whitefield,5
99167,Heavy Rain,BTM,1
99168,Clear,BTM,5
99169,Heavy Rain,HSR,5
99170,Clear,Koramangala,5
99171,Clear,Indiranagar,3
99172,Clear,Whitefield,4
99173,Clear,BTM,5
99174,Heavy Rain,Koramangala,5
99175,Clear,Whitefield,2
99176,Heavy Rain,BTM,5
99177,Clear,HSR,4
99178,Light Rain,Koramangala,3
99179,Clear,Koramangala,2
99180,Light Rain,Koramangala,1
99181,Heavy Rain,HSR,1
99182,Clear,HSR,5
99183,Light Rain,HSR,5
99184,Light Rain,Whitefield,1
99185,Heavy Rain,Koramangala,2
99186,Clear,HSR,2
99187,Storm,Whitefield,1
99188,Clear,HSR,5
99189,Clear,Indiranagar,3
99190,Light Rain,BTM,2
99191,Heavy Rain,BTM,2
99192,Heavy Rain,HSR,5
99193,Heavy Rain,Whitefield,2
99194,Clear,Koramangala,5
99195,Heavy Rain,HSR,5
99196,Heavy Rain,HSR,4
99197,Clear,HSR,3
99198,Light Rain,Whitefield,5
99199,Light Rain,Indiranagar,3
99200,Light Rain,HSR,2
99201,Light Rain,HSR,5
99202,Storm,HSR,1
99203,Heavy Rain,Indiranagar,4
99204,Light Rain,HSR,5
99205,Clear,Whitefield,4
99206,Light Rain,HSR,3
99207,Storm,Koramangala,5
99208,Heavy Rain,Whitefield,2
99209,Heavy Rain,Whitefield,3
99210,Heavy Rain,Indiranagar,3
99211,Clear,HSR,2
99212,Light Rain,Indiranagar,3
99213,Light Rain,HSR,1
99214,Clear,BTM,4
99215,Heavy Rain,Indiranagar,3
99216,Storm,Whitefield,2
99217,Storm,Whitefield,1
99218,Clear,Indiranagar,2
99219,Clear,HSR,2
99220,Clear,Indiranagar,1
99221,Clear,HSR,4
99222,Clear,Koramangala,4
99223,Storm,Indiranagar,5
99224,Clear,Koramangala,5
99225,Clear,BTM,1
99226,Clear,Indiranagar,1
99227,Clear,HSR,1
99228,Light Rain,BTM,3
99229,Light Rain,BTM,2
99230,Storm,HSR,2
99231,Clear,HSR,1
99232,Light Rain,Koramangala,1
99233,Light Rain,HSR,4
99234,Light Rain,Whitefield,4
99235,Clear,Whitefield,1
99236,Light Rain,BTM,2
99237,Heavy Rain,Koramangala,4
99238,Storm,Indiranagar,2
99239,Storm,BTM,1
99240,Storm,Koramangala,4
99241,Light Rain,Koramangala,1
99242,Storm,BTM,1
99243,Light Rain,Koramangala,4
99244,Heavy Rain,Indiranagar,1
99245,Clear,Indiranagar,2
99246,Clear,HSR,4
99247,Clear,Whitefield,3
99248,Heavy Rain,Whitefield,4
99249,Heavy Rain,Whitefield,1
99250,Clear,BTM,1
99251,Clear,Indiranagar,2
99252,Storm,HSR,4
99253,Light Rain,BTM,1
99254,Storm,HSR,3
99255,Storm,Koramangala,5
99256,Heavy Rain,HSR,4
99257,Storm,Whitefield,3
99258,Light Rain,Indiranagar,3
99259,Clear,HSR,1
99260,Light Rain,Koramangala,4
99261,Light Rain,Whitefield,3
99262,Light Rain,Indiranagar,4
99263,Storm,Indiranagar,3
99264,Clear,Whitefield,1
99265,Heavy Rain,BTM,1
99266,Heavy Rain,Indiranagar,3
99267,Clear,Whitefield,4
99268,Light Rain,HSR,4
99269,Clear,Indiranagar,1
99270,Storm,Koramangala,2
99271,Clear,Indiranagar,3
99272,Storm,Whitefield,2
99273,Storm,Whitefield,1
99274,Heavy Rain,HSR,2
99275,Clear,Whitefield,2
99276,Heavy Rain,HSR,5
99277,Storm,Koramangala,2
99278,Clear,Indiranagar,1
99279,Clear,Whitefield,1
99280,Storm,Koramangala,5
99281,Storm,Whitefield,1
99282,Heavy Rain,Indiranagar,4
99283,Storm,Koramangala,2
99284,Light Rain,Indiranagar,3
99285,Clear,BTM,3
99286,Storm,Indiranagar,2
99287,Storm,Whitefield,4
99288,Heavy Rain,Whitefield,2
99289,Heavy Rain,Whitefield,2
99290,Clear,HSR,5
99291,Clear,Indiranagar,1
99292,Heavy Rain,HSR,5
99293,Clear,Whitefield,4
99294,Storm,BTM,3
99295,Light Rain,Whitefield,4
99296,Light Rain,Whitefield,3
99297,Storm,HSR,5
99298,Storm,Indiranagar,1
99299,Clear,HSR,5
99300,Light Rain,BTM,4
99301,Heavy Rain,Whitefield,1
99302,Light Rain,Indiranagar,4
99303,Light Rain,Koramangala,3
99304,Heavy Rain,HSR,3
99305,Clear,Indiranagar,2
99306,Clear,Indiranagar,3
99307,Storm,Whitefield,4
99308,Storm,Indiranagar,4
99309,Storm,Indiranagar,1
99310,Storm,Whitefield,4
99311,Storm,BTM,5
99312,Storm,HSR,1
99313,Clear,Indiranagar,5
99314,Clear,Whitefield,5
99315,Light Rain,HSR,5
99316,Light Rain,Whitefield,2
99317,Light Rain,Koramangala,1
99318,Heavy Rain,Indiranagar,4
99319,Storm,Indiranagar,4
99320,Clear,BTM,2
99321,Heavy Rain,Indiranagar,4
99322,Clear,HSR,3
99323,Heavy Rain,Indiranagar,2
99324,Heavy Rain,BTM,4
99325,Heavy Rain,Whitefield,2
99326,Light Rain,HSR,1
99327,Light Rain,Indiranagar,5
99328,Clear,Indiranagar,4
99329,Light Rain,HSR,4
99330,Light Rain,HSR,2
99331,Light Rain,HSR,5
99332,Light Rain,BTM,4
99333,Storm,HSR,4
99334,Light Rain,HSR,1
99335,Clear,BTM,1
99336,Light Rain,HSR,1
99337,Storm,BTM,2
99338,Clear,Koramangala,5
99339,Heavy Rain,BTM,3
99340,Heavy Rain,Whitefield,4
99341,Storm,Whitefield,2
99342,Storm,Koramangala,4
99343,Clear,HSR,4
99344,Storm,Whitefield,1
99345,Heavy Rain,BTM,5
99346,Heavy Rain,BTM,5
99347,Storm,Indiranagar,5
99348,Clear,Whitefield,4
99349,Storm,HSR,1
99350,Heavy Rain,HSR,1
99351,Clear,BTM,2
99352,Heavy Rain,Indiranagar,5
99353,Clear,Indiranagar,1
99354,Light Rain,HSR,3
99355,Storm,Indiranagar,1
99356,Light Rain,Koramangala,5
99357,Clear,Indiranagar,1
99358,Clear,Koramangala,2
99359,Storm,HSR,2
99360,Storm,BTM,3
99361,Light Rain,HSR,2
99362,Heavy Rain,BTM,1
99363,Storm,BTM,5
99364,Heavy Rain,Indiranagar,5
99365,Heavy Rain,Whitefield,2
99366,Heavy Rain,Koramangala,1
99367,Heavy Rain,BTM,2
99368,Heavy Rain,BTM,1
99369,Heavy Rain,HSR,4
99370,Heavy Rain,BTM,1
99371,Storm,Whitefield,5
99372,Heavy Rain,BTM,2
99373,Storm,Koramangala,5
99374,Light Rain,Koramangala,5
99375,Light Rain,HSR,5
99376,Heavy Rain,BTM,1
99377,Heavy Rain,HSR,1
99378,Storm,Koramangala,4
99379,Storm,BTM,1
99380,Clear,Koramangala,4
99381,Light Rain,Koramangala,3
99382,Heavy Rain,Whitefield,4
99383,Heavy Rain,Koramangala,3
99384,Light Rain,Koramangala,4
99385,Heavy Rain,BTM,5
99386,Storm,Whitefield,4
99387,Light Rain,BTM,3
99388,Heavy Rain,BTM,3
99389,Light Rain,Indiranagar,3
99390,Clear,Whitefield,5
99391,Clear,Indiranagar,1
99392,Light Rain,BTM,2
99393,Light Rain,Whitefield,2
99394,Clear,Indiranagar,4
99395,Heavy Rain,HSR,5
99396,Heavy Rain,Whitefield,1
99397,Clear,Koramangala,3
99398,Clear,HSR,3
99399,Heavy Rain,Koramangala,3
99400,Clear,Whitefield,3
99401,Storm,HSR,1
99402,Light Rain,Indiranagar,4
99403,Clear,Whitefield,2
99404,Heavy Rain,Koramangala,4
99405,Heavy Rain,Whitefield,5
99406,Light Rain,Indiranagar,3
99407,Light Rain,Whitefield,5
99408,Light Rain,Koramangala,4
99409,Storm,HSR,2
99410,Light Rain,Whitefield,5
99411,Storm,Koramangala,1
99412,Light Rain,Indiranagar,3
99413,Clear,Koramangala,4
99414,Storm,HSR,5
99415,Storm,Whitefield,3
99416,Storm,Koramangala,1
99417,Light Rain,Indiranagar,1
99418,Light Rain,Koramangala,3
99419,Heavy Rain,Whitefield,4
99420,Heavy Rain,Koramangala,3
99421,Heavy Rain,Indiranagar,5
99422,Light Rain,Koramangala,4
99423,Light Rain,HSR,1
99424,Heavy Rain,Whitefield,3
99425,Clear,HSR,3
99426,Clear,Indiranagar,1
99427,Light Rain,Whitefield,1
99428,Clear,Koramangala,2
99429,Storm,Whitefield,5
99430,Storm,Koramangala,4
99431,Light Rain,HSR,2
99432,Light Rain,Koramangala,4
99433,Light Rain,BTM,4
99434,Heavy Rain,Indiranagar,2
99435,Heavy Rain,Whitefield,5
99436,Light Rain,Whitefield,4
99437,Storm,Indiranagar,1
99438,Storm,Indiranagar,4
99439,Clear,Whitefield,1
99440,Light Rain,Koramangala,3
99441,Heavy Rain,Whitefield,5
99442,Clear,Koramangala,3
99443,Light Rain,HSR,5
99444,Light Rain,Whitefield,1
99445,Storm,HSR,3
99446,Clear,Whitefield,5
99447,Clear,Whitefield,3
99448,Storm,Koramangala,4
99449,Clear,Whitefield,3
99450,Storm,Whitefield,5
99451,Heavy Rain,BTM,5
99452,Heavy Rain,Indiranagar,3
99453,Storm,BTM,5
99454,Clear,Whitefield,3
99455,Light Rain,Indiranagar,3
99456,Clear,BTM,3
99457,Clear,Whitefield,1
99458,Light Rain,Koramangala,3
99459,Heavy Rain,BTM,4
99460,Light Rain,Whitefield,3
99461,Heavy Rain,Whitefield,4
99462,Clear,BTM,5
99463,Storm,Koramangala,1
99464,Clear,Indiranagar,3
99465,Heavy Rain,HSR,2
99466,Storm,Indiranagar,1
99467,Heavy Rain,HSR,5
99468,Heavy Rain,Koramangala,3
99469,Heavy Rain,BTM,4
99470,Light Rain,Whitefield,3
99471,Clear,BTM,5
99472,Clear,Indiranagar,4
99473,Light Rain,HSR,2
99474,Clear,HSR,4
99475,Clear,HSR,5
99476,Clear,HSR,2
99477,Storm,HSR,4
99478,Storm,HSR,2
99479,Clear,Whitefield,3
99480,Light Rain,BTM,3
99481,Clear,HSR,2
99482,Light Rain,Indiranagar,2
99483,Light Rain,Whitefield,3
99484,Clear,Indiranagar,4
99485,Storm,Indiranagar,4
99486,Heavy Rain,Whitefield,2
99487,Light Rain,Whitefield,4
99488,Storm,Koramangala,5
99489,Light Rain,HSR,3
99490,Heavy Rain,Indiranagar,2
99491,Heavy Rain,BTM,3
99492,Light Rain,Whitefield,4
99493,Light Rain,Indiranagar,3
99494,Clear,Indiranagar,2
99495,Clear,Whitefield,4
99496,Light Rain,BTM,3
99497,Clear,Whitefield,2
99498,Storm,Whitefield,3
99499,Clear,Indiranagar,5
99500,Heavy Rain,Koramangala,3
99501,Light Rain,BTM,5
99502,Clear,Koramangala,5
99503,Light Rain,Indiranagar,4
99504,Heavy Rain,Whitefield,2
99505,Clear,BTM,4
99506,Light Rain,Koramangala,3
99507,Clear,Koramangala,2
99508,Clear,HSR,2
99509,Light Rain,Whitefield,1
99510,Storm,BTM,3
99511,Clear,Indiranagar,4
99512,Storm,Indiranagar,4
99513,Light Rain,Koramangala,4
99514,Clear,HSR,4
99515,Heavy Rain,Koramangala,3
99516,Storm,BTM,5
99517,Heavy Rain,Whitefield,2
99518,Heavy Rain,BTM,4
99519,Clear,Whitefield,1
99520,Clear,Indiranagar,2
99521,Heavy Rain,Indiranagar,3
99522,Heavy Rain,Indiranagar,1
99523,Heavy Rain,Indiranagar,1
99524,Clear,Koramangala,4
99525,Heavy Rain,Indiranagar,3
99526,Heavy Rain,Whitefield,1
99527,Heavy Rain,Koramangala,5
99528,Light Rain,BTM,4
99529,Heavy Rain,Whitefield,5
99530,Light Rain,Indiranagar,3
99531,Light Rain,Koramangala,4
99532,Clear,HSR,5
99533,Light Rain,BTM,1
99534,Storm,HSR,2
99535,Light Rain,Whitefield,3
99536,Storm,Whitefield,2
99537,Clear,Indiranagar,1
99538,Light Rain,Whitefield,4
99539,Light Rain,BTM,5
99540,Clear,HSR,4
99541,Storm,Whitefield,4
99542,Light Rain,BTM,3
99543,Clear,Koramangala,1
99544,Storm,HSR,1
99545,Clear,BTM,5
99546,Clear,Koramangala,5
99547,Heavy Rain,Indiranagar,5
99548,Heavy Rain,Indiranagar,1
99549,Light Rain,HSR,2
99550,Light Rain,BTM,5
99551,Heavy Rain,Indiranagar,1
99552,Clear,Indiranagar,5
99553,Heavy Rain,Koramangala,3
99554,Heavy Rain,Koramangala,1
99555,Light Rain,Whitefield,5
99556,Light Rain,Whitefield,2
99557,Heavy Rain,Whitefield,3
99558,Storm,Indiranagar,5
99559,Storm,Whitefield,3
99560,Heavy Rain,Indiranagar,1
99561,Heavy Rain,Indiranagar,5
99562,Heavy Rain,Koramangala,5
99563,Heavy Rain,Whitefield,4
99564,Light Rain,Koramangala,1
99565,Light Rain,Koramangala,3
99566,Heavy Rain,Whitefield,1
99567,Storm,Whitefield,2
99568,Clear,BTM,4
99569,Light Rain,HSR,4
99570,Light Rain,BTM,5
99571,Storm,Indiranagar,2
99572,Light Rain,HSR,1
99573,Storm,Indiranagar,4
99574,Storm,HSR,2
99575,Clear,Koramangala,5
99576,Light Rain,Koramangala,5
99577,Heavy Rain,HSR,1
99578,Heavy Rain,HSR,1
99579,Light Rain,Indiranagar,5
99580,Heavy Rain,Koramangala,3
99581,Light Rain,HSR,3
99582,Heavy Rain,Indiranagar,2
99583,Storm,Indiranagar,4
99584,Light Rain,Indiranagar,3
99585,Light Rain,Koramangala,3
99586,Storm,Koramangala,4
99587,Storm,Koramangala,1
99588,Light Rain,Whitefield,5
99589,Storm,Whitefield,5
99590,Light Rain,HSR,5
99591,Storm,Whitefield,4
99592,Clear,Whitefield,4
99593,Clear,Indiranagar,4
99594,Clear,Indiranagar,5
99595,Light Rain,Indiranagar,4
99596,Heavy Rain,Indiranagar,1
99597,Clear,BTM,5
99598,Storm,Whitefield,4
99599,Light Rain,HSR,2
99600,Heavy Rain,Indiranagar,5
99601,Heavy Rain,BTM,4
99602,Clear,BTM,2
99603,Light Rain,Whitefield,1
99604,Light Rain,Whitefield,2
99605,Light Rain,Koramangala,4
99606,Storm,HSR,5
99607,Heavy Rain,Indiranagar,2
99608,Clear,Koramangala,3
99609,Light Rain,Whitefield,2
99610,Light Rain,Indiranagar,5
99611,Light Rain,Koramangala,4
99612,Heavy Rain,Indiranagar,5
99613,Heavy Rain,Indiranagar,2
99614,Clear,Whitefield,5
99615,Clear,Indiranagar,1
99616,Heavy Rain,BTM,3
99617,Heavy Rain,Koramangala,1
99618,Heavy Rain,Indiranagar,5
99619,Storm,HSR,5
99620,Light Rain,BTM,4
99621,Storm,HSR,1
99622,Light Rain,HSR,4
99623,Storm,Whitefield,2
99624,Clear,Indiranagar,1
99625,Light Rain,Whitefield,3
99626,Heavy Rain,BTM,4
99627,Storm,BTM,1
99628,Storm,HSR,3
99629,Heavy Rain,HSR,2
99630,Clear,Indiranagar,3
99631,Storm,Whitefield,3
99632,Storm,Whitefield,4
99633,Clear,Whitefield,4
99634,Light Rain,Whitefield,1
99635,Clear,Indiranagar,2
99636,Storm,BTM,5
99637,Light Rain,Koramangala,2
99638,Heavy Rain,Indiranagar,4
99639,Light Rain,Whitefield,2
99640,Clear,Whitefield,1
99641,Light Rain,Koramangala,3
99642,Heavy Rain,Koramangala,5
99643,Heavy Rain,HSR,4
99644,Heavy Rain,Koramangala,2
99645,Light Rain,Whitefield,3
99646,Light Rain,Indiranagar,4
99647,Light Rain,BTM,5
99648,Storm,HSR,3
99649,Heavy Rain,Koramangala,5
99650,Light Rain,Whitefield,2
99651,Heavy Rain,Whitefield,3
99652,Heavy Rain,Indiranagar,3
99653,Storm,Whitefield,1
99654,Heavy Rain,Koramangala,3
99655,Clear,Indiranagar,2
99656,Heavy Rain,Indiranagar,1
99657,Heavy Rain,Koramangala,2
99658,Light Rain,Koramangala,4
99659,Heavy Rain,Koramangala,1
99660,Light Rain,BTM,5
99661,Clear,Koramangala,5
99662,Light Rain,Koramangala,1
99663,Heavy Rain,Whitefield,4
99664,Heavy Rain,Koramangala,1
99665,Clear,Indiranagar,5
99666,Light Rain,HSR,4
99667,Storm,Koramangala,1
99668,Storm,BTM,3
99669,Light Rain,Whitefield,5
99670,Light Rain,HSR,2
99671,Heavy Rain,Koramangala,3
99672,Light Rain,Whitefield,4
99673,Heavy Rain,BTM,4
99674,Clear,Whitefield,2
99675,Storm,HSR,5
99676,Heavy Rain,Whitefield,2
99677,Storm,Whitefield,2
99678,Light Rain,Indiranagar,4
99679,Light Rain,Koramangala,2
99680,Light Rain,HSR,1
99681,Light Rain,Indiranagar,5
99682,Clear,HSR,3
99683,Storm,Whitefield,5
99684,Clear,Koramangala,3
99685,Light Rain,HSR,1
99686,Heavy Rain,HSR,1
99687,Light Rain,Indiranagar,1
99688,Storm,BTM,2
99689,Heavy Rain,BTM,2
99690,Storm,Koramangala,3
99691,Light Rain,HSR,3
99692,Clear,BTM,5
99693,Storm,Whitefield,4
99694,Storm,HSR,5
99695,Heavy Rain,HSR,4
99696,Clear,Whitefield,4
99697,Clear,Whitefield,4
99698,Heavy Rain,HSR,4
99699,Heavy Rain,HSR,1
99700,Storm,BTM,4
99701,Storm,Indiranagar,2
99702,Light Rain,Whitefield,3
99703,Heavy Rain,Indiranagar,1
99704,Light Rain,Koramangala,2
99705,Clear,Whitefield,5
99706,Light Rain,BTM,3
99707,Heavy Rain,HSR,2
99708,Light Rain,Indiranagar,1
99709,Heavy Rain,Whitefield,1
99710,Clear,HSR,1
99711,Clear,Koramangala,4
99712,Heavy Rain,Koramangala,4
99713,Storm,Indiranagar,3
99714,Storm,Koramangala,1
99715,Clear,BTM,3
99716,Light Rain,HSR,2
99717,Clear,Whitefield,4
99718,Storm,HSR,2
99719,Storm,Indiranagar,5
99720,Clear,Whitefield,5
99721,Light Rain,Whitefield,2
99722,Clear,Whitefield,1
99723,Heavy Rain,Indiranagar,3
99724,Clear,Indiranagar,5
99725,Heavy Rain,Whitefield,2
99726,Heavy Rain,Indiranagar,5
99727,Light Rain,Koramangala,5
99728,Storm,Indiranagar,5
99729,Heavy Rain,Whitefield,5
99730,Storm,Whitefield,5
99731,Clear,Indiranagar,5
99732,Light Rain,BTM,4
99733,Heavy Rain,BTM,1
99734,Storm,Indiranagar,4
99735,Light Rain,HSR,1
99736,Storm,Koramangala,2
99737,Clear,BTM,4
99738,Light Rain,BTM,4
99739,Light Rain,HSR,4
99740,Heavy Rain,Whitefield,3
99741,Clear,HSR,2
99742,Light Rain,Indiranagar,3
99743,Storm,Koramangala,2
99744,Heavy Rain,HSR,3
99745,Heavy Rain,Whitefield,5
99746,Clear,BTM,2
99747,Heavy Rain,Whitefield,5
99748,Clear,Whitefield,4
99749,Clear,Whitefield,3
99750,Storm,HSR,4
99751,Heavy Rain,BTM,4
99752,Light Rain,Koramangala,3
99753,Storm,HSR,1
99754,Storm,Indiranagar,3
99755,Light Rain,Koramangala,2
99756,Light Rain,Whitefield,1
99757,Clear,Whitefield,1
99758,Heavy Rain,Indiranagar,5
99759,Light Rain,Indiranagar,3
99760,Light Rain,Indiranagar,2
99761,Light Rain,HSR,5
99762,Heavy Rain,Whitefield,1
99763,Storm,BTM,1
99764,Clear,Koramangala,1
99765,Light Rain,Koramangala,5
99766,Clear,Indiranagar,2
99767,Light Rain,HSR,1
99768,Heavy Rain,Koramangala,2
99769,Storm,Indiranagar,2
99770,Storm,BTM,2
99771,Clear,Indiranagar,1
99772,Clear,BTM,3
99773,Heavy Rain,Whitefield,5
99774,Storm,HSR,2
99775,Light Rain,HSR,3
99776,Heavy Rain,BTM,4
99777,Light Rain,BTM,2
99778,Clear,Whitefield,2
99779,Light Rain,Whitefield,5
99780,Storm,Whitefield,3
99781,Heavy Rain,BTM,2
99782,Heavy Rain,Indiranagar,5
99783,Light Rain,Whitefield,2
99784,Storm,Whitefield,5
99785,Storm,Koramangala,4
99786,Light Rain,Indiranagar,5
99787,Clear,BTM,3
99788,Heavy Rain,HSR,2
99789,Heavy Rain,HSR,5
99790,Light Rain,Whitefield,2
99791,Heavy Rain,HSR,3
99792,Storm,Whitefield,1
99793,Light Rain,BTM,5
99794,Storm,Whitefield,1
99795,Clear,BTM,1
99796,Light Rain,Koramangala,5
99797,Storm,Indiranagar,3
99798,Storm,HSR,1
99799,Light Rain,Koramangala,2
99800,Clear,HSR,2
99801,Storm,BTM,5
99802,Storm,Whitefield,5
99803,Storm,Indiranagar,1
99804,Clear,Indiranagar,3
99805,Clear,Whitefield,4
99806,Heavy Rain,BTM,1
99807,Storm,HSR,3
99808,Light Rain,Whitefield,2
99809,Light Rain,Koramangala,2
99810,Clear,Koramangala,3
99811,Storm,Indiranagar,4
99812,Clear,HSR,5
99813,Light Rain,BTM,4
99814,Storm,Koramangala,2
99815,Light Rain,BTM,5
99816,Storm,Koramangala,3
99817,Heavy Rain,HSR,1
99818,Light Rain,BTM,1
99819,Light Rain,HSR,3
99820,Light Rain,HSR,1
99821,Storm,HSR,1
99822,Storm,Indiranagar,5
99823,Light Rain,Indiranagar,3
99824,Storm,Whitefield,4
99825,Storm,BTM,1
99826,Light Rain,Koramangala,2
99827,Light Rain,Indiranagar,3
99828,Storm,HSR,1
99829,Clear,HSR,4
99830,Light Rain,BTM,5
99831,Light Rain,Whitefield,3
99832,Light Rain,BTM,3
99833,Light Rain,Whitefield,5
99834,Clear,Koramangala,1
