order_id,customer_id,order_time,prep_time_est_mins,est_prep_to_delivery_mins,total_amount,order_status
101898,8702,"Tuesday, March 5, 2024, 6:32:00 PM",22,67,771,Successful
101899,2343,"Saturday, May 11, 2024, 10:04:00 PM",26,61,647,Successful
101900,2852,"Tuesday, October 29, 2024, 11:14:00 AM",33,70,889,Successful
101901,8758,"Thursday, February 22, 2024, 4:31:00 PM",31,59,624,Successful
101902,1307,"Sunday, April 28, 2024, 4:03:00 PM",27,64,1195,Successful
101903,5345,"Saturday, February 17, 2024, 1:49:00 PM",39,78,1029,Successful
101904,3826,"Saturday, August 24, 2024, 10:55:00 PM",23,59,667,Successful
101905,3440,"Tuesday, June 11, 2024, 1:53:00 AM",39,66,1016,Returned
101906,7484,"Sunday, November 10, 2024, 4:49:00 AM",33,59,706,Successful
101907,6739,"Friday, May 31, 2024, 9:11:00 AM",26,57,478,Successful
101908,1525,"Wednesday, April 17, 2024, 9:42:00 AM",39,83,840,Successful
101909,8975,"Thursday, October 17, 2024, 9:59:00 PM",25,48,631,Successful
101910,2121,"Wednesday, October 2, 2024, 9:04:00 AM",20,57,501,Successful
101911,1058,"Wednesday, March 6, 2024, 2:12:00 PM",23,53,796,Successful
101912,4137,"Tuesday, March 12, 2024, 11:35:00 AM",20,62,1064,Successful
101913,1908,"Tuesday, January 23, 2024, 4:36:00 AM",35,65,651,Successful
101914,6446,"Thursday, December 5, 2024, 1:04:00 PM",34,73,899,Successful
101915,3283,"Friday, June 7, 2024, 3:21:00 PM",20,56,361,Cancelled
101916,4369,"Saturday, April 13, 2024, 5:13:00 AM",20,48,343,Returned
101917,3010,"Wednesday, August 28, 2024, 1:09:00 AM",37,70,895,Cancelled
101918,2381,"Wednesday, January 31, 2024, 1:33:00 AM",39,59,449,Cancelled
101919,6571,"Friday, July 5, 2024, 5:29:00 PM",38,80,247,Successful
101920,2889,"Wednesday, January 24, 2024, 11:42:00 PM",34,64,763,Successful
101921,6633,"Tuesday, October 22, 2024, 10:03:00 AM",28,54,877,Successful
101922,1706,"Tuesday, May 21, 2024, 12:47:00 AM",27,53,1143,Cancelled
101923,7874,"Saturday, June 22, 2024, 10:59:00 AM",20,51,1006,Returned
101924,2788,"Sunday, September 1, 2024, 8:24:00 PM",38,79,453,Successful
101925,3307,"Monday, March 11, 2024, 10:49:00 AM",31,57,1122,Successful
101926,2096,"Saturday, May 4, 2024, 9:13:00 PM",31,65,762,Successful
101927,6866,"Wednesday, February 14, 2024, 10:27:00 PM",24,59,1197,Successful
101928,8791,"Wednesday, January 31, 2024, 6:06:00 PM",28,48,1042,Successful
101929,4338,"Wednesday, January 17, 2024, 4:35:00 PM",23,61,191,Successful
101930,3173,"Sunday, March 10, 2024, 12:03:00 PM",23,61,669,Successful
101931,6604,"Thursday, February 1, 2024, 2:58:00 AM",31,51,234,Successful
101932,3558,"Thursday, October 10, 2024, 5:01:00 PM",28,68,453,Successful
101933,1967,"Wednesday, June 26, 2024, 1:08:00 PM",29,60,672,Successful
101934,7682,"Monday, January 22, 2024, 6:24:00 PM",30,57,900,Successful
101935,7499,"Saturday, July 27, 2024, 7:31:00 PM",38,67,251,Successful
101936,5330,"Monday, October 14, 2024, 3:37:00 PM",22,61,367,Successful
101937,6411,"Wednesday, April 3, 2024, 8:28:00 AM",25,53,1020,Successful
101938,3989,"Tuesday, October 8, 2024, 9:18:00 AM",28,63,1158,Returned
101939,7111,"Wednesday, May 15, 2024, 6:35:00 AM",24,45,1107,Successful
101940,4209,"Monday, December 30, 2024, 2:28:00 AM",22,67,993,Successful
101941,6140,"Sunday, August 11, 2024, 4:42:00 AM",23,52,422,Successful
101942,4350,"Thursday, August 22, 2024, 2:13:00 PM",32,65,202,Successful
101943,8720,"Monday, August 19, 2024, 4:49:00 PM",39,83,923,Cancelled
101944,4292,"Wednesday, March 6, 2024, 8:29:00 PM",25,63,273,Successful
101945,1658,"Tuesday, December 10, 2024, 11:31:00 PM",21,50,174,Successful
101946,4811,"Sunday, April 21, 2024, 4:30:00 AM",38,82,198,Successful
101947,2489,"Thursday, January 18, 2024, 2:23:00 PM",36,79,243,Successful
101948,8306,"Sunday, July 21, 2024, 1:12:00 PM",28,57,419,Successful
101949,8249,"Tuesday, November 5, 2024, 2:13:00 AM",40,67,1066,Successful
101950,5192,"Saturday, December 14, 2024, 4:51:00 PM",23,65,997,Successful
101951,8901,"Sunday, July 14, 2024, 8:25:00 PM",28,70,757,Successful
101952,7046,"Tuesday, October 8, 2024, 2:12:00 AM",24,58,290,Successful
101953,2146,"Tuesday, May 21, 2024, 6:16:00 PM",35,60,797,Successful
101954,4163,"Sunday, June 9, 2024, 9:14:00 PM",25,60,279,Successful
101955,2586,"Tuesday, July 23, 2024, 2:52:00 PM",36,66,1023,Successful
101956,4774,"Saturday, January 27, 2024, 11:03:00 PM",20,58,1198,Successful
101957,5538,"Saturday, August 24, 2024, 12:41:00 PM",40,61,271,Successful
101958,3824,"Tuesday, July 2, 2024, 10:14:00 AM",22,65,805,Successful
101959,4790,"Sunday, August 11, 2024, 6:51:00 AM",24,59,443,Successful
101960,3564,"Tuesday, August 20, 2024, 4:08:00 AM",32,76,984,Successful
101961,3283,"Friday, August 2, 2024, 11:32:00 AM",35,60,904,Successful
101962,7541,"Friday, September 13, 2024, 10:48:00 AM",40,82,805,Successful
101963,3779,"Saturday, December 7, 2024, 5:02:00 AM",27,50,230,Cancelled
101964,8791,"Monday, April 8, 2024, 6:13:00 PM",37,82,340,Successful
101965,4083,"Saturday, January 6, 2024, 12:23:00 AM",22,62,346,Successful
101966,7675,"Tuesday, December 10, 2024, 1:30:00 AM",26,68,549,Returned
101967,8579,"Monday, June 24, 2024, 8:30:00 AM",27,47,458,Successful
101968,5234,"Monday, September 2, 2024, 11:56:00 AM",40,67,544,Successful
101969,5995,"Saturday, August 10, 2024, 5:23:00 PM",27,68,728,Successful
101970,7164,"Wednesday, June 5, 2024, 12:20:00 PM",23,47,415,Successful
101971,2413,"Tuesday, August 13, 2024, 8:51:00 PM",32,72,1092,Successful
101972,1353,"Monday, March 25, 2024, 1:11:00 AM",24,50,494,Successful
101973,2702,"Saturday, August 17, 2024, 9:02:00 PM",34,54,514,Returned
101974,2803,"Saturday, February 17, 2024, 9:35:00 PM",34,77,960,Successful
101975,4581,"Thursday, October 10, 2024, 2:37:00 AM",22,64,552,Successful
101976,6313,"Tuesday, September 24, 2024, 5:41:00 AM",39,60,1176,Successful
101977,7744,"Tuesday, September 3, 2024, 9:44:00 PM",20,64,591,Successful
101978,1438,"Saturday, December 21, 2024, 5:27:00 PM",33,54,585,Successful
101979,7100,"Monday, March 25, 2024, 8:54:00 PM",23,57,1094,Successful
101980,7599,"Wednesday, July 10, 2024, 11:59:00 PM",37,82,664,Successful
101981,8843,"Saturday, November 2, 2024, 8:53:00 PM",24,52,371,Successful
101982,6772,"Friday, July 19, 2024, 12:51:00 PM",21,55,1147,Successful
101983,3764,"Sunday, February 4, 2024, 11:13:00 AM",30,51,809,Successful
101984,1081,"Sunday, May 19, 2024, 7:37:00 PM",33,53,1119,Successful
101985,2331,"Thursday, January 18, 2024, 3:11:00 PM",38,80,1058,Cancelled
101986,6070,"Sunday, July 28, 2024, 8:13:00 AM",23,56,605,Successful
101987,6885,"Friday, February 16, 2024, 10:34:00 PM",24,65,1063,Successful
101988,8668,"Monday, July 8, 2024, 5:10:00 PM",24,63,602,Successful
101989,5781,"Tuesday, June 25, 2024, 1:09:00 AM",32,66,680,Successful
101990,8191,"Tuesday, February 27, 2024, 3:19:00 PM",35,60,274,Successful
101991,1840,"Monday, May 13, 2024, 2:41:00 PM",25,50,880,Successful
101992,4987,"Thursday, November 28, 2024, 6:38:00 PM",20,44,663,Successful
101993,1803,"Friday, October 18, 2024, 4:21:00 PM",34,72,454,Returned
101994,5829,"Thursday, October 3, 2024, 6:42:00 AM",28,67,173,Successful
101995,2853,"Saturday, March 9, 2024, 10:56:00 AM",32,62,1117,Successful
101996,2816,"Monday, July 1, 2024, 6:18:00 AM",39,79,343,Successful
101997,2174,"Wednesday, September 4, 2024, 9:59:00 AM",37,67,773,Successful
101998,4239,"Monday, June 3, 2024, 5:33:00 AM",22,54,1128,Successful
101999,2086,"Sunday, August 4, 2024, 7:12:00 PM",36,65,700,Successful
102000,8061,"Thursday, March 14, 2024, 1:24:00 AM",39,72,530,Successful
102001,7914,"Sunday, August 11, 2024, 4:58:00 AM",38,58,1150,Returned
102002,7837,"Monday, December 9, 2024, 1:42:00 AM",32,60,1074,Successful
102003,5500,"Sunday, September 15, 2024, 4:10:00 AM",36,81,529,Successful
102004,8845,"Friday, December 20, 2024, 10:30:00 PM",21,62,240,Cancelled
102005,4821,"Tuesday, January 30, 2024, 2:01:00 AM",27,70,869,Cancelled
102006,1877,"Monday, August 12, 2024, 9:09:00 AM",28,53,938,Successful
102007,7792,"Wednesday, January 3, 2024, 5:35:00 PM",23,66,934,Successful
102008,8276,"Saturday, December 28, 2024, 9:37:00 PM",30,65,383,Returned
102009,6036,"Wednesday, January 10, 2024, 4:53:00 PM",31,68,166,Successful
102010,4094,"Friday, October 18, 2024, 3:30:00 PM",32,62,1097,Successful
102011,7086,"Tuesday, January 30, 2024, 4:50:00 AM",40,66,863,Successful
102012,6304,"Saturday, February 17, 2024, 3:32:00 PM",23,47,819,Returned
102013,8013,"Wednesday, May 22, 2024, 2:37:00 AM",37,63,198,Cancelled
102014,7992,"Monday, September 2, 2024, 5:51:00 PM",25,64,534,Successful
102015,2270,"Tuesday, March 26, 2024, 1:39:00 AM",21,61,240,Successful
102016,8727,"Friday, April 5, 2024, 8:46:00 PM",27,64,331,Cancelled
102017,8119,"Friday, May 10, 2024, 7:02:00 AM",26,56,1029,Returned
102018,2941,"Thursday, April 11, 2024, 9:28:00 PM",33,63,798,Successful
102019,9000,"Tuesday, August 27, 2024, 9:43:00 AM",29,54,966,Successful
102020,6117,"Thursday, August 8, 2024, 1:11:00 PM",37,61,896,Successful
102021,3983,"Wednesday, November 20, 2024, 8:04:00 AM",38,65,567,Cancelled
102022,5296,"Tuesday, March 5, 2024, 9:34:00 PM",23,45,951,Successful
102023,8504,"Monday, May 27, 2024, 9:45:00 PM",30,62,1100,Successful
102024,1658,"Monday, September 2, 2024, 7:01:00 PM",24,53,856,Returned
102025,1235,"Thursday, February 22, 2024, 1:10:00 AM",36,60,387,Successful
102026,3657,"Wednesday, April 10, 2024, 9:45:00 AM",38,69,1075,Successful
102027,6419,"Thursday, October 10, 2024, 11:01:00 PM",37,78,165,Successful
102028,1960,"Thursday, October 31, 2024, 10:09:00 AM",25,45,446,Successful
102029,1310,"Saturday, September 28, 2024, 12:56:00 AM",29,68,422,Returned
102030,6361,"Tuesday, March 5, 2024, 4:30:00 AM",36,79,283,Successful
102031,2960,"Wednesday, June 26, 2024, 9:54:00 PM",34,75,575,Successful
102032,5044,"Wednesday, December 18, 2024, 7:15:00 PM",40,68,189,Successful
102033,4687,"Sunday, August 4, 2024, 12:47:00 AM",24,58,972,Successful
102034,2235,"Wednesday, February 7, 2024, 12:18:00 AM",33,73,423,Successful
102035,3798,"Thursday, November 7, 2024, 8:33:00 PM",21,45,291,Successful
102036,2151,"Thursday, December 26, 2024, 4:18:00 PM",33,57,1018,Returned
102037,7925,"Thursday, February 15, 2024, 9:51:00 AM",28,53,1077,Successful
102038,6364,"Monday, April 15, 2024, 4:55:00 PM",36,66,876,Successful
102039,3798,"Monday, July 29, 2024, 8:38:00 PM",33,56,707,Successful
102040,8041,"Wednesday, October 30, 2024, 5:06:00 AM",27,71,490,Successful
102041,3659,"Thursday, November 14, 2024, 12:28:00 AM",36,77,485,Successful
102042,6208,"Tuesday, March 5, 2024, 6:42:00 AM",20,51,778,Successful
102043,7121,"Thursday, January 4, 2024, 1:16:00 AM",26,47,1047,Successful
102044,8617,"Sunday, December 15, 2024, 11:29:00 PM",31,70,392,Successful
102045,5653,"Tuesday, July 30, 2024, 11:12:00 PM",23,57,206,Successful
102046,3384,"Friday, August 16, 2024, 3:17:00 AM",32,66,907,Successful
102047,6956,"Monday, February 5, 2024, 9:11:00 PM",21,44,256,Successful
102048,6119,"Tuesday, February 13, 2024, 2:49:00 AM",37,57,761,Successful
102049,6714,"Saturday, August 24, 2024, 2:41:00 AM",22,48,162,Successful
102050,3626,"Monday, December 9, 2024, 12:13:00 PM",21,59,150,Successful
102051,5830,"Saturday, June 15, 2024, 4:45:00 PM",30,73,721,Successful
102052,6817,"Thursday, November 14, 2024, 12:08:00 PM",23,61,1105,Successful
102053,3439,"Wednesday, December 25, 2024, 12:36:00 AM",28,54,566,Successful
102054,2051,"Friday, June 14, 2024, 9:42:00 PM",34,74,294,Successful
102055,7432,"Monday, July 1, 2024, 4:41:00 PM",26,55,1061,Successful
102056,1998,"Friday, March 1, 2024, 5:38:00 AM",29,60,1125,Successful
102057,1021,"Wednesday, March 27, 2024, 6:55:00 AM",32,72,361,Successful
102058,4150,"Saturday, April 20, 2024, 5:28:00 AM",37,59,798,Successful
102059,5825,"Tuesday, December 24, 2024, 4:42:00 PM",25,57,633,Successful
102060,3463,"Saturday, March 30, 2024, 3:41:00 PM",32,55,917,Successful
102061,6049,"Tuesday, July 16, 2024, 3:20:00 PM",36,61,1129,Successful
102062,2244,"Thursday, September 26, 2024, 11:41:00 PM",21,47,202,Successful
102063,6554,"Tuesday, July 2, 2024, 12:45:00 AM",26,59,922,Successful
102064,8567,"Wednesday, December 25, 2024, 1:59:00 PM",31,58,757,Successful
102065,3004,"Thursday, May 9, 2024, 8:23:00 AM",32,71,513,Successful
102066,1584,"Monday, June 17, 2024, 4:02:00 PM",35,56,404,Successful
102067,2946,"Wednesday, August 21, 2024, 7:59:00 AM",23,54,741,Successful
102068,4279,"Monday, December 23, 2024, 2:09:00 PM",36,76,624,Successful
102069,4567,"Tuesday, January 16, 2024, 2:29:00 PM",40,60,1011,Successful
102070,3160,"Sunday, March 17, 2024, 6:44:00 PM",21,58,779,Successful
102071,7879,"Wednesday, November 20, 2024, 12:45:00 AM",28,68,344,Successful
102072,3684,"Monday, September 23, 2024, 12:25:00 PM",38,63,275,Successful
102073,4724,"Friday, September 13, 2024, 8:52:00 AM",39,82,693,Successful
102074,3176,"Wednesday, May 1, 2024, 10:05:00 AM",22,42,828,Successful
102075,2626,"Thursday, October 10, 2024, 7:51:00 AM",40,72,207,Returned
102076,6656,"Wednesday, January 17, 2024, 10:35:00 PM",23,60,288,Successful
102077,8918,"Tuesday, November 12, 2024, 5:47:00 PM",30,67,759,Successful
102078,5649,"Tuesday, August 6, 2024, 11:14:00 AM",30,55,316,Successful
102079,4674,"Friday, June 14, 2024, 11:24:00 PM",38,71,601,Successful
102080,7127,"Wednesday, September 18, 2024, 1:38:00 PM",36,60,270,Cancelled
102081,7697,"Sunday, September 22, 2024, 5:52:00 AM",26,51,482,Successful
102082,6146,"Monday, February 26, 2024, 1:13:00 PM",26,62,159,Successful
102083,6487,"Wednesday, August 21, 2024, 4:43:00 AM",27,72,795,Successful
102084,8654,"Tuesday, December 31, 2024, 6:29:00 AM",38,70,1056,Successful
102085,5187,"Tuesday, December 24, 2024, 11:12:00 AM",36,67,1112,Successful
102086,1151,"Sunday, April 21, 2024, 7:17:00 AM",30,70,803,Returned
102087,6373,"Monday, February 19, 2024, 11:37:00 PM",40,71,225,Successful
102088,4010,"Monday, September 16, 2024, 5:55:00 AM",21,44,348,Successful
102089,3315,"Monday, October 21, 2024, 4:35:00 PM",31,66,273,Successful
102090,2863,"Monday, June 10, 2024, 4:12:00 PM",21,59,668,Successful
102091,1990,"Friday, September 6, 2024, 10:44:00 PM",35,55,352,Cancelled
102092,1520,"Sunday, September 1, 2024, 1:58:00 AM",34,58,197,Successful
102093,4443,"Saturday, May 4, 2024, 8:56:00 AM",24,55,621,Successful
102094,4925,"Thursday, July 4, 2024, 5:10:00 PM",37,74,1031,Successful
102095,4374,"Monday, August 5, 2024, 10:59:00 AM",26,49,407,Cancelled
102096,6445,"Sunday, September 15, 2024, 10:52:00 PM",25,50,387,Successful
102097,1696,"Saturday, January 20, 2024, 8:57:00 PM",26,66,279,Successful
102098,4786,"Saturday, September 7, 2024, 9:20:00 AM",31,56,158,Successful
102099,2448,"Friday, July 12, 2024, 5:03:00 AM",28,57,1162,Successful
102100,8466,"Thursday, June 6, 2024, 1:19:00 PM",39,71,859,Successful
102101,4285,"Friday, January 5, 2024, 3:06:00 PM",25,57,1095,Successful
102102,1639,"Monday, November 25, 2024, 8:55:00 PM",34,77,897,Returned
102103,8732,"Tuesday, July 9, 2024, 7:11:00 AM",29,70,940,Successful
102104,2163,"Wednesday, September 18, 2024, 9:15:00 AM",31,56,268,Successful
102105,6614,"Sunday, April 21, 2024, 3:22:00 PM",24,62,610,Returned
102106,4329,"Friday, August 23, 2024, 4:51:00 PM",40,82,1149,Successful
102107,1695,"Friday, November 1, 2024, 8:07:00 PM",28,49,1079,Successful
102108,8038,"Friday, October 18, 2024, 6:45:00 PM",32,67,1076,Successful
102109,7593,"Monday, November 18, 2024, 11:36:00 AM",21,46,419,Successful
102110,7066,"Thursday, October 24, 2024, 3:47:00 PM",22,47,952,Cancelled
102111,7700,"Sunday, May 19, 2024, 6:38:00 PM",30,55,164,Successful
102112,4469,"Thursday, June 6, 2024, 9:35:00 AM",26,53,520,Successful
102113,3937,"Thursday, August 1, 2024, 3:52:00 PM",36,73,861,Returned
102114,1419,"Sunday, October 6, 2024, 1:04:00 PM",27,66,475,Successful
102115,6098,"Sunday, October 20, 2024, 8:19:00 AM",22,59,670,Successful
102116,8025,"Tuesday, November 5, 2024, 9:19:00 PM",20,47,492,Successful
102117,5460,"Sunday, June 30, 2024, 1:44:00 PM",25,56,400,Successful
102118,1226,"Sunday, January 14, 2024, 10:12:00 PM",21,62,1068,Successful
102119,4980,"Friday, September 20, 2024, 2:15:00 AM",35,70,557,Successful
102120,2516,"Monday, February 26, 2024, 3:31:00 AM",26,68,302,Successful
102121,1091,"Wednesday, November 6, 2024, 8:25:00 PM",25,66,436,Successful
102122,6895,"Wednesday, June 19, 2024, 6:02:00 PM",27,66,748,Successful
102123,2987,"Friday, March 22, 2024, 5:56:00 PM",32,76,354,Successful
102124,2002,"Friday, August 30, 2024, 5:27:00 AM",20,43,713,Returned
102125,7532,"Tuesday, October 29, 2024, 10:53:00 PM",39,69,1158,Successful
102126,4712,"Friday, April 26, 2024, 10:58:00 PM",24,46,177,Successful
102127,3890,"Wednesday, November 6, 2024, 7:37:00 PM",31,67,847,Successful
102128,7902,"Thursday, November 28, 2024, 12:36:00 AM",24,58,669,Successful
102129,5820,"Wednesday, April 3, 2024, 12:00:00 AM",30,56,352,Successful
102130,1894,"Sunday, February 25, 2024, 7:29:00 AM",32,67,1037,Successful
102131,7741,"Sunday, May 12, 2024, 6:42:00 AM",22,44,1145,Successful
102132,2164,"Wednesday, February 14, 2024, 5:45:00 PM",20,60,400,Successful
102133,3108,"Thursday, June 20, 2024, 9:17:00 PM",31,74,407,Successful
102134,8728,"Tuesday, April 9, 2024, 9:17:00 PM",26,64,239,Successful
102135,7775,"Tuesday, July 16, 2024, 9:15:00 AM",20,61,884,Successful
102136,3588,"Friday, April 19, 2024, 4:58:00 AM",38,58,745,Successful
102137,7688,"Sunday, October 13, 2024, 10:12:00 PM",20,49,544,Successful
102138,3046,"Friday, August 30, 2024, 11:43:00 PM",36,75,217,Successful
102139,8866,"Tuesday, July 16, 2024, 8:04:00 AM",36,71,1129,Successful
102140,8370,"Sunday, July 14, 2024, 1:50:00 AM",27,61,302,Successful
102141,4650,"Thursday, December 19, 2024, 10:19:00 AM",37,65,934,Returned
102142,8116,"Thursday, September 5, 2024, 7:56:00 AM",35,80,224,Successful
102143,3262,"Wednesday, September 4, 2024, 8:33:00 AM",20,61,316,Successful
102144,1241,"Monday, October 14, 2024, 12:09:00 PM",22,46,218,Successful
102145,5315,"Tuesday, May 21, 2024, 12:11:00 PM",29,71,611,Successful
102146,3851,"Wednesday, December 4, 2024, 12:27:00 PM",36,69,863,Successful
102147,4701,"Sunday, October 27, 2024, 8:09:00 AM",31,51,985,Successful
102148,5268,"Thursday, November 28, 2024, 5:51:00 AM",37,65,426,Successful
102149,7551,"Saturday, July 13, 2024, 10:55:00 PM",39,69,831,Successful
102150,7459,"Saturday, April 20, 2024, 7:31:00 PM",30,55,1166,Successful
102151,3612,"Sunday, September 22, 2024, 3:08:00 PM",26,60,443,Successful
102152,4582,"Tuesday, October 29, 2024, 3:33:00 AM",24,46,1189,Successful
102153,4869,"Monday, April 1, 2024, 9:17:00 PM",21,62,774,Returned
102154,2478,"Saturday, April 20, 2024, 10:09:00 PM",39,77,1147,Successful
102155,7604,"Friday, April 26, 2024, 3:53:00 PM",24,59,902,Successful
102156,1551,"Friday, March 22, 2024, 8:17:00 PM",36,79,165,Successful
102157,2079,"Friday, July 19, 2024, 6:24:00 AM",36,58,454,Successful
102158,8539,"Tuesday, April 23, 2024, 12:55:00 PM",36,72,913,Successful
102159,5658,"Wednesday, November 13, 2024, 7:18:00 PM",30,59,477,Successful
102160,8087,"Saturday, January 6, 2024, 8:32:00 AM",24,52,678,Successful
102161,3665,"Monday, March 25, 2024, 3:56:00 AM",33,63,772,Successful
102162,6981,"Friday, October 4, 2024, 5:49:00 PM",22,54,577,Successful
102163,8945,"Tuesday, March 5, 2024, 8:35:00 AM",37,69,199,Successful
102164,8630,"Monday, December 16, 2024, 5:02:00 PM",36,69,909,Successful
102165,1648,"Tuesday, July 9, 2024, 3:41:00 PM",36,56,712,Cancelled
102166,8381,"Saturday, February 24, 2024, 7:39:00 AM",34,74,313,Successful
102167,5024,"Monday, December 2, 2024, 6:32:00 AM",31,57,1160,Successful
102168,5342,"Wednesday, December 11, 2024, 3:28:00 PM",21,57,196,Successful
102169,2361,"Saturday, July 13, 2024, 1:43:00 PM",34,70,166,Successful
102170,2213,"Friday, November 1, 2024, 1:27:00 AM",32,70,1103,Successful
102171,6442,"Tuesday, December 17, 2024, 5:59:00 AM",23,61,827,Successful
102172,6364,"Sunday, April 7, 2024, 10:55:00 AM",20,43,408,Successful
102173,7953,"Sunday, March 17, 2024, 5:34:00 AM",39,77,581,Successful
102174,6764,"Monday, May 20, 2024, 8:33:00 AM",39,67,1084,Returned
102175,1729,"Monday, May 20, 2024, 8:48:00 PM",21,42,441,Successful
102176,7359,"Wednesday, April 24, 2024, 12:40:00 PM",23,56,518,Successful
102177,8797,"Friday, September 27, 2024, 2:16:00 AM",34,74,992,Successful
102178,5039,"Saturday, March 9, 2024, 8:01:00 AM",24,44,480,Successful
102179,8209,"Wednesday, October 2, 2024, 2:11:00 PM",29,62,320,Successful
102180,7986,"Tuesday, March 5, 2024, 6:57:00 AM",24,45,887,Successful
102181,6126,"Sunday, December 22, 2024, 2:20:00 PM",32,56,178,Successful
102182,8523,"Saturday, March 2, 2024, 2:10:00 PM",20,64,1016,Successful
102183,5561,"Thursday, August 22, 2024, 1:25:00 PM",29,49,329,Successful
102184,4297,"Tuesday, September 3, 2024, 9:45:00 PM",40,60,462,Successful
102185,5641,"Wednesday, November 13, 2024, 6:39:00 AM",28,51,1006,Successful
102186,4072,"Thursday, July 25, 2024, 9:57:00 AM",39,68,799,Successful
102187,4554,"Saturday, November 23, 2024, 9:34:00 PM",29,53,725,Successful
102188,1880,"Monday, July 8, 2024, 1:03:00 PM",38,61,648,Cancelled
102189,7243,"Saturday, August 10, 2024, 5:38:00 AM",40,77,919,Successful
102190,4879,"Monday, July 1, 2024, 8:48:00 PM",26,50,1173,Successful
102191,2025,"Sunday, August 25, 2024, 4:35:00 PM",20,61,196,Successful
102192,8904,"Saturday, December 21, 2024, 6:43:00 AM",28,53,391,Successful
102193,7545,"Saturday, June 1, 2024, 2:07:00 AM",20,58,707,Successful
102194,1025,"Wednesday, November 27, 2024, 1:15:00 AM",33,73,907,Successful
102195,6431,"Tuesday, February 6, 2024, 8:42:00 PM",37,72,391,Successful
102196,5127,"Friday, December 20, 2024, 9:23:00 AM",40,80,857,Successful
102197,4656,"Wednesday, November 13, 2024, 4:03:00 PM",30,74,1182,Successful
102198,1270,"Friday, March 22, 2024, 1:46:00 AM",29,58,471,Successful
102199,8469,"Thursday, April 11, 2024, 4:56:00 AM",21,61,745,Successful
102200,2860,"Wednesday, July 24, 2024, 12:39:00 AM",34,71,856,Successful
102201,1476,"Tuesday, May 28, 2024, 8:46:00 AM",39,61,486,Successful
102202,1385,"Saturday, January 27, 2024, 5:28:00 AM",37,66,523,Successful
102203,1766,"Sunday, July 7, 2024, 5:32:00 PM",32,70,547,Successful
102204,7019,"Friday, September 6, 2024, 6:22:00 AM",32,64,369,Successful
102205,1891,"Monday, August 19, 2024, 11:45:00 AM",20,49,660,Cancelled
102206,7422,"Saturday, October 5, 2024, 7:38:00 PM",28,48,578,Successful
102207,2103,"Sunday, June 23, 2024, 1:37:00 PM",33,55,890,Successful
102208,4964,"Wednesday, March 13, 2024, 6:56:00 AM",35,62,376,Returned
102209,3866,"Tuesday, April 23, 2024, 8:12:00 AM",25,60,377,Successful
102210,6311,"Sunday, December 8, 2024, 9:54:00 AM",28,60,1129,Successful
102211,4901,"Monday, September 23, 2024, 9:34:00 AM",24,65,1123,Successful
102212,6474,"Friday, December 27, 2024, 11:57:00 AM",20,50,246,Returned
102213,8317,"Monday, December 16, 2024, 8:56:00 AM",27,55,465,Successful
102214,3326,"Monday, January 22, 2024, 1:05:00 AM",33,54,300,Successful
102215,4465,"Wednesday, August 7, 2024, 1:05:00 AM",32,56,1094,Successful
102216,6111,"Saturday, August 31, 2024, 4:09:00 PM",33,68,1061,Successful
102217,3767,"Wednesday, April 24, 2024, 4:58:00 PM",40,63,274,Cancelled
102218,6253,"Saturday, September 21, 2024, 2:21:00 AM",22,50,562,Successful
102219,8109,"Wednesday, September 18, 2024, 12:29:00 AM",31,62,910,Returned
102220,7469,"Tuesday, March 26, 2024, 8:55:00 AM",29,68,1021,Successful
102221,8761,"Tuesday, April 30, 2024, 5:08:00 AM",30,51,555,Successful
102222,2620,"Wednesday, August 7, 2024, 3:24:00 AM",23,53,1170,Successful
102223,1801,"Sunday, August 11, 2024, 11:03:00 AM",29,63,1027,Successful
102224,2112,"Wednesday, November 6, 2024, 11:52:00 AM",25,66,764,Successful
102225,4612,"Wednesday, July 17, 2024, 2:42:00 PM",40,78,1194,Returned
102226,1357,"Monday, December 30, 2024, 2:46:00 PM",37,67,1090,Successful
102227,1297,"Tuesday, January 2, 2024, 2:14:00 PM",21,66,667,Successful
102228,6632,"Saturday, September 28, 2024, 12:00:00 PM",35,63,1062,Successful
102229,2485,"Wednesday, March 13, 2024, 12:04:00 AM",40,80,554,Returned
102230,8595,"Wednesday, September 11, 2024, 9:11:00 AM",27,69,337,Successful
102231,3859,"Wednesday, July 17, 2024, 4:05:00 AM",25,51,991,Successful
102232,6364,"Wednesday, September 18, 2024, 10:22:00 PM",23,55,935,Successful
102233,6274,"Tuesday, November 5, 2024, 5:29:00 AM",22,48,464,Successful
102234,2792,"Thursday, February 15, 2024, 5:52:00 AM",36,73,638,Cancelled
102235,5159,"Sunday, February 4, 2024, 2:40:00 AM",23,62,1009,Cancelled
102236,6429,"Monday, March 4, 2024, 12:06:00 AM",34,71,902,Successful
102237,2124,"Saturday, June 22, 2024, 6:18:00 AM",40,80,446,Successful
102238,1883,"Sunday, July 28, 2024, 3:19:00 PM",32,54,176,Successful
102239,8859,"Thursday, July 11, 2024, 6:23:00 PM",39,70,888,Successful
102240,7419,"Saturday, November 30, 2024, 2:47:00 AM",39,78,171,Successful
102241,4717,"Monday, August 19, 2024, 10:04:00 AM",21,45,611,Successful
102242,4464,"Thursday, November 21, 2024, 7:22:00 AM",30,75,612,Successful
